#symbol	Hepg2_with_UO126_reps_1&2_100ng	3ng15cycles	3ng20cycles	3ng30cycles	6ng15cycles	6ng20cycles	6ng30cycles	10ng15cycles	10ng20cycles	10ng30cycles	3ng15cycles_rep_2	3ng20cycles_rep_2	3ng30cycles_rep_2	6ng15cycles_rep_2	6ng20cycles_rep_2	6ng30cycles_rep_2	10ng15cycles_rep_2	10ng20cycles_rep_2	10ng30cycles_rep_2
hsa-miR-4525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4526	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
hsa-miR-4527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4529-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4529-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4532	0.00	0.00	0.00	0.96	0.00	1.64	1.06	0.00	0.00	1.05	0.00	5.85	3.63	0.00	0.00	2.79	8.08	2.58	0.00
hsa-miR-4533	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4534	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4536-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4536-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4537	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4538	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-454-3p	34.13	44.77	43.12	47.88	66.72	40.91	48.84	50.08	57.61	68.83	39.51	55.57	52.69	36.52	44.27	88.40	48.46	68.00	58.58
hsa-miR-454-5p	18.14	115.12	97.01	80.44	64.33	55.64	75.38	75.98	65.19	67.78	55.32	52.64	92.66	73.03	64.92	61.42	56.53	44.76	75.60
hsa-miR-4540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-455-3p	80.55	89.54	49.58	46.93	73.87	58.91	66.88	74.25	78.83	76.19	71.13	43.87	70.86	75.84	35.41	88.40	110.37	126.53	75.60
hsa-miR-455-5p	2387.38	3351.20	2679.62	3284.77	2833.09	2884.87	3579.89	2883.83	2921.37	3766.36	3224.37	2901.29	3455.69	2837.01	2890.57	3981.84	3596.57	3098.67	3614.43
hsa-miR-4632-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4632-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4633-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4633-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.86	0.00
hsa-miR-4636	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4637	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00
hsa-miR-4638-3p	0.00	0.00	2.16	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	8.43	0.00	0.00	0.00	0.00	1.50
hsa-miR-4638-5p	0.61	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.69	0.00	0.00
hsa-miR-4639-3p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4639-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4640-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4640-5p	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4641	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.69	0.00	0.00
hsa-miR-4642	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4643	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4644	0.31	0.00	0.00	1.92	0.00	0.00	1.06	0.00	0.00	2.10	0.00	0.00	0.00	0.00	0.00	0.00	5.38	1.72	0.00
hsa-miR-4645-3p	0.31	0.00	0.00	0.96	0.00	0.00	0.00	1.73	3.03	3.68	0.00	0.00	10.90	0.00	0.00	0.00	5.38	0.00	0.50
hsa-miR-4645-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4646-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	3.44	0.00
hsa-miR-4646-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-4647	1.54	0.00	0.00	0.00	0.00	0.00	1.06	0.00	4.55	2.10	0.00	0.00	1.82	5.62	2.95	0.93	0.00	0.86	0.50
hsa-miR-4648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4649-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4649-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4650-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4650-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4652-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4652-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4653-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4653-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4654	1.84	0.00	0.00	4.79	0.00	3.27	3.18	5.18	0.00	1.58	0.00	0.00	7.27	5.62	5.90	2.79	5.38	1.72	2.50
hsa-miR-4655-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4655-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.58	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00
hsa-miR-4656	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4657	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4658	0.31	0.00	0.00	0.00	0.00	0.00	4.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4659a-3p,hsa-miR-4659b-3p	0.61	0.00	0.00	2.87	2.38	0.00	1.06	0.00	4.55	2.10	0.00	0.00	0.00	2.81	1.48	0.93	0.00	0.86	1.00
hsa-miR-4659a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.92	1.82	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4659b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-466	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4660	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	2.50
hsa-miR-4661-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4661-5p	17.22	25.58	6.47	11.49	14.30	8.18	4.25	13.81	3.03	8.41	11.85	11.70	5.45	8.43	8.85	6.51	18.84	16.35	9.01
hsa-miR-4662a-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4662a-5p	4.61	12.79	21.56	12.45	14.30	14.73	7.43	13.81	3.03	13.66	19.76	2.92	21.80	19.66	13.28	6.51	13.46	9.47	11.02
hsa-miR-4662b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
hsa-miR-4664-3p	23.67	19.19	19.40	26.81	14.30	18.00	18.05	6.91	27.29	17.34	11.85	20.47	19.99	22.47	22.13	27.92	32.30	19.80	31.54
hsa-miR-4664-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4665-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4665-5p	0.61	0.00	4.31	4.79	2.38	3.27	3.18	0.00	0.00	0.53	0.00	0.00	1.82	2.81	2.95	0.00	0.00	2.58	6.01
hsa-miR-4666a-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4666a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4666b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4667-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4667-5p	0.61	0.00	0.00	0.00	0.00	0.00	1.06	1.73	0.00	1.58	0.00	2.92	1.82	0.00	1.48	0.00	0.00	0.00	0.00
hsa-miR-4668-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4668-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4669	1.23	0.00	10.78	5.75	4.77	4.91	9.55	0.00	3.03	3.15	0.00	0.00	3.63	2.81	5.90	2.79	2.69	1.72	1.50
hsa-miR-4670-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4670-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4671-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4671-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4672	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4673	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4674	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4676-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	2.92	0.00	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-4676-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4677-3p	9.53	6.40	6.47	7.66	7.15	4.91	8.49	6.91	6.06	5.25	11.85	0.00	0.00	0.00	7.38	0.93	8.08	4.30	3.50
hsa-miR-4677-5p	0.61	0.00	0.00	0.00	2.38	0.00	1.06	1.73	0.00	0.53	0.00	0.00	3.63	0.00	0.00	0.93	0.00	0.00	1.00
hsa-miR-4678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4679	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4680-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4680-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.44	0.00
hsa-miR-4681	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4682	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4683	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4684-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4684-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4685-3p	0.00	0.00	4.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00
hsa-miR-4685-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4686	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4687-3p	0.00	0.00	0.00	0.00	4.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.63	0.00	4.43	0.00	0.00	0.00	1.00
hsa-miR-4687-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4688	0.61	0.00	0.00	0.96	0.00	0.00	0.00	1.73	0.00	0.53	0.00	2.92	0.00	0.00	0.00	0.00	0.00	0.86	0.00
hsa-miR-4689	0.92	0.00	0.00	0.96	0.00	3.27	0.00	1.73	0.00	0.53	3.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4690-3p	2.46	6.40	4.31	0.00	7.15	9.82	1.06	1.73	3.03	2.10	0.00	0.00	1.82	0.00	0.00	0.00	0.00	6.89	7.01
hsa-miR-4690-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4691-3p	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.86	0.00
hsa-miR-4691-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4692	0.00	0.00	0.00	0.00	0.00	3.27	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	1.48	1.86	2.69	0.00	0.00
hsa-miR-4693-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4693-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4694-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4694-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4695-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50
hsa-miR-4695-5p	0.00	0.00	0.00	0.00	0.00	0.00	1.06	1.73	1.52	0.00	3.95	0.00	1.82	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4697-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4697-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4698	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4699-3p	2.77	19.19	6.47	5.75	2.38	3.27	4.25	0.00	3.03	5.25	19.76	11.70	7.27	0.00	1.48	0.93	8.08	2.58	3.50
hsa-miR-4699-5p	0.31	0.00	2.16	0.96	4.77	0.00	0.00	0.00	0.00	1.58	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.00	0.50
hsa-miR-4700-3p	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4700-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00
hsa-miR-4701-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4701-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4703-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4703-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4704-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4704-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4706	0.00	0.00	0.00	6.70	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	1.86	2.69	0.00	0.50
hsa-miR-4707-3p	0.92	0.00	2.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00
hsa-miR-4707-5p	0.92	12.79	2.16	10.53	7.15	6.55	9.55	13.81	9.10	6.83	11.85	8.77	16.35	5.62	4.43	6.51	2.69	6.89	14.02
hsa-miR-4708-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4708-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4709-3p	0.92	0.00	0.00	0.00	0.00	1.64	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.69	0.00	1.50
hsa-miR-4709-5p	0.31	0.00	0.00	8.62	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	1.86	0.00	3.44	0.00
hsa-miR-4710	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4711-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4711-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4712-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4712-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4713-3p	0.00	0.00	0.00	0.00	2.38	3.27	0.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.86	0.00
hsa-miR-4713-5p	0.00	0.00	0.00	6.70	0.00	0.00	1.06	0.00	0.00	2.10	0.00	0.00	9.08	0.00	10.33	2.79	0.00	3.44	0.00
hsa-miR-4714-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4714-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4715-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-4715-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
