#symbol	"Hepg2_with_UO126_reps_1&2_100ng"	"3ng15cycles"	"3ng20cycles"	"3ng30cycles"	"6ng15cycles"	"6ng20cycles"	"6ng30cycles"	"10ng15cycles"	"10ng20cycles"	"10ng30cycles"	"3ng15cycles_rep_2"	"3ng20cycles_rep_2"	"3ng30cycles_rep_2"	"6ng15cycles_rep_2"	"6ng20cycles_rep_2"	"6ng30cycles_rep_2"	"10ng15cycles_rep_2"	"10ng20cycles_rep_2"	"10ng30cycles_rep_2"
hsa-miR-3136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3138	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
hsa-miR-3139	2	0	0	0	3	1	0	1	3	6	0	1	0	0	2	3	2	0	1
hsa-miR-3140-3p	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3140-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3141	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
hsa-miR-3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3144-3p	16	1	6	19	2	8	12	5	5	41	3	2	13	6	13	23	6	12	43
hsa-miR-3144-5p	1	0	0	0	0	1	1	1	1	1	2	1	0	0	0	4	0	0	9
hsa-miR-3145-3p	3	0	0	4	0	5	0	3	3	3	2	0	1	2	1	2	0	0	2
hsa-miR-3145-5p	1	2	0	0	4	2	1	1	0	3	0	0	1	0	2	0	0	3	0
hsa-miR-3146	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3148	4	0	1	0	4	0	2	0	0	4	0	2	1	1	0	0	2	4	1
hsa-miR-3149	5	0	0	4	0	0	4	1	1	7	1	0	0	0	3	2	2	6	5
hsa-miR-3150a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150a-5p	3	0	1	0	0	2	7	9	3	6	0	1	6	1	1	4	0	6	5
hsa-miR-3150b-3p	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-3154	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0
hsa-miR-3155a,hsa-miR-3155b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-3p	3	0	2	0	0	0	0	1	2	4	0	0	0	1	0	0	0	0	1
hsa-miR-3157-5p	1	0	0	5	0	0	0	4	0	5	0	0	1	0	0	0	1	2	3
hsa-miR-3158-3p	212	16	29	40	25	35	65	34	43	73	16	10	29	21	23	44	20	71	92
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-3p	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0
hsa-miR-3164	10	0	0	1	4	4	1	0	2	4	0	1	0	2	2	0	0	1	8
hsa-miR-3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	1	5	0	1	2	1	1	1	1	2	0	0	1	2	0	3	1
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	9	0	2	0	0	0	3	0	2	2	1	0	0	2	0	3	0	3	3
hsa-miR-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-5p	5	2	0	9	1	4	13	0	5	3	1	5	3	0	1	4	0	4	9
hsa-miR-3174	27	6	7	21	4	11	11	10	8	23	2	2	1	1	11	10	8	20	14
hsa-miR-3175	18	0	0	4	2	2	6	1	4	9	0	1	7	2	0	3	1	5	8
hsa-miR-3176	9	3	0	0	1	4	1	0	3	8	0	0	3	1	9	4	3	7	5
hsa-miR-3177-3p	99	3	16	47	12	20	44	16	22	89	8	11	18	9	19	36	14	50	98
hsa-miR-3177-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179	13	0	1	11	3	6	16	3	7	16	7	0	2	3	4	13	2	10	17
hsa-miR-3180,hsa-miR-3180-3p	13	2	2	21	1	3	5	7	6	14	5	6	2	2	5	11	5	14	14
hsa-miR-3180-5p	3	0	0	0	0	0	3	2	1	1	0	0	1	0	0	0	1	1	1
hsa-miR-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3182	2914	293	1048	2938	957	1420	2891	1281	1517	5591	564	844	1771	669	1570	2700	781	3006	6120
hsa-miR-3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	6	2	1	13	0	2	5	6	3	3	1	3	1	3	3	3	0	3	9
hsa-miR-3187-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
hsa-miR-3188	1	0	5	2	3	2	5	3	5	14	1	2	1	1	0	1	3	8	12
hsa-miR-3189-3p	1	0	2	3	1	1	1	0	0	7	0	0	0	1	0	2	1	2	1
hsa-miR-3189-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3190-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	6	1	0	3	6	1	0	1	0	5	0	0	1	3	3	1	0	4	5
hsa-miR-3191-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	1
hsa-miR-3193	12	1	1	1	0	3	4	3	1	5	1	1	4	0	3	0	0	0	1
hsa-miR-3194-3p	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
hsa-miR-3194-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3195	16	1	6	32	7	14	18	12	7	41	11	4	11	5	15	17	7	16	58
hsa-miR-3196	1	1	6	9	1	2	3	1	5	3	1	1	1	0	2	4	0	7	4
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	3	0	0	0
hsa-miR-3199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
hsa-miR-32-3p	61	2	4	31	7	16	20	12	20	41	8	5	15	9	13	29	14	28	49
hsa-miR-32-5p	738	62	138	317	169	223	300	250	195	730	111	125	183	123	220	286	133	412	595
hsa-miR-3200-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-3200-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-320a,hsa-miR-320b,hsa-miR-320c,hsa-miR-320d	5709	623	1475	3874	1766	2534	3950	2416	2591	8547	1044	1420	1934	1503	2634	4199	1675	5198	8874
hsa-miR-320e	435	57	124	339	147	214	313	223	267	761	109	150	145	152	248	359	145	438	763
hsa-miR-323a-3p	3	1	1	8	1	4	5	1	1	8	1	2	0	2	0	5	0	12	16
hsa-miR-323a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	2	0	0	6	0	0	0	2	0	2	0	0	0	0	1	1	0	0	0
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	21	1	3	8	5	6	15	8	12	21	8	7	4	3	10	26	7	15	26
hsa-miR-324-5p	11	2	0	7	0	1	2	1	3	26	2	1	3	3	2	9	3	6	16
hsa-miR-325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	13	5	8	13	5	4	9	5	6	13	7	3	11	2	6	16	4	10	24
hsa-miR-328-3p	262	67	164	389	118	222	431	159	207	710	128	127	302	124	250	386	138	405	769
hsa-miR-328-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-329-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1
hsa-miR-329-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-3p	61	5	20	55	13	40	51	22	40	100	14	24	38	29	37	59	22	52	108
hsa-miR-330-5p	76	2	18	28	10	16	35	21	24	53	9	13	13	10	28	39	12	51	54
hsa-miR-331-3p	89	6	8	46	9	16	26	23	23	59	9	10	2	10	24	31	9	39	58
hsa-miR-331-5p	33	5	8	15	5	8	7	9	10	21	3	1	2	4	7	9	4	15	21
hsa-miR-335-3p	613	80	225	381	162	252	327	230	254	692	118	167	225	123	239	409	158	444	768
hsa-miR-335-5p	19	3	7	14	14	13	15	21	11	41	10	7	10	5	9	24	13	29	37
hsa-miR-337-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-337-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-3p	9	1	1	9	3	8	8	4	6	33	2	1	7	2	3	3	1	4	11
hsa-miR-338-5p	233	36	130	351	111	185	366	160	172	589	75	120	205	117	216	444	110	305	669
hsa-miR-339-3p	121	13	29	49	34	32	50	38	33	105	18	20	34	22	52	52	20	63	119
hsa-miR-339-5p	98	25	46	141	55	57	142	49	72	262	41	43	87	51	74	189	44	139	302
hsa-miR-33a-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33a-5p	17	1	5	11	4	0	3	3	5	14	1	1	5	4	8	18	6	9	7
hsa-miR-33b-3p	1	0	0	5	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0
hsa-miR-33b-5p	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-340-3p	170	9	46	66	33	34	42	45	27	110	16	32	41	25	35	89	27	68	127
hsa-miR-340-5p	1040	153	456	1179	401	643	1175	591	675	2613	257	391	768	415	747	1802	487	1272	2773
hsa-miR-342-3p	146	6	8	19	15	15	15	10	14	54	2	4	16	1	10	39	12	49	50
hsa-miR-342-5p	92	10	42	107	38	73	65	50	53	159	29	33	71	34	48	70	23	89	183
hsa-miR-345-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-5p	172	17	46	92	40	49	118	54	81	267	30	27	79	27	81	157	64	116	236
hsa-miR-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-5p	129	6	12	52	22	33	47	35	36	139	16	11	38	24	32	99	34	76	134
hsa-miR-34b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-5p	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0
hsa-miR-3529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3529-5p	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2
hsa-miR-3591-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3591-5p	8	1	2	10	5	2	5	2	7	9	5	3	5	4	2	11	1	7	9
hsa-miR-3605-3p	16	3	9	34	11	10	32	9	7	23	15	10	21	12	19	16	3	14	45
hsa-miR-3605-5p	7	0	2	8	0	6	3	4	0	7	1	4	5	3	3	5	2	3	6
hsa-miR-3606-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3607-3p	17	0	6	3	4	3	6	3	1	7	3	4	2	1	1	0	1	3	5
hsa-miR-3607-5p	5	0	3	14	1	7	21	5	3	49	4	4	17	3	2	25	1	12	41
hsa-miR-3609	102	11	43	113	28	64	84	28	58	236	24	25	68	28	47	73	34	57	367
hsa-miR-361-3p	1289	54	134	459	151	214	405	261	241	783	69	114	236	136	289	462	116	427	812
hsa-miR-361-5p	140	11	29	55	41	44	69	62	55	219	19	34	60	32	62	99	63	110	172
hsa-miR-3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3611	3	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	2
hsa-miR-3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3613-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3613-5p	77	10	25	47	20	37	21	50	38	102	15	23	35	29	43	75	22	38	106
hsa-miR-3614-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-3614-5p	5	0	1	3	0	0	0	2	1	5	0	1	2	2	0	4	3	0	7
hsa-miR-3615	406	55	137	352	105	166	282	142	152	532	71	100	163	96	167	332	98	281	527
hsa-miR-3616-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-362-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-362-5p	80	9	14	44	24	21	44	14	23	85	13	7	20	14	30	52	16	41	91
hsa-miR-3620-3p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
hsa-miR-3620-5p	3	0	1	6	0	1	1	0	1	6	1	0	0	0	2	0	0	1	0
hsa-miR-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3622b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-3p	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3652	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3653-3p	4	0	0	0	1	0	1	1	2	1	2	0	0	0	2	0	1	0	0
hsa-miR-3653-5p	39	6	12	76	16	30	73	11	31	224	10	19	36	15	29	75	13	59	173
hsa-miR-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3656	4	0	0	6	1	0	2	1	1	1	2	2	1	2	3	4	0	0	4
hsa-miR-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3659	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0
hsa-miR-365a-3p,hsa-miR-365b-3p	74	1	12	16	11	23	33	10	24	96	10	11	22	15	29	81	25	85	107
hsa-miR-365a-5p	162	15	19	72	24	45	54	18	30	108	25	18	30	21	43	39	10	60	84
hsa-miR-365b-5p	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1
hsa-miR-3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3661	12	0	2	8	1	3	3	1	2	12	0	5	8	1	3	6	1	4	13
hsa-miR-3662	15	1	1	2	0	1	4	7	3	7	0	0	0	1	0	0	1	3	2
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3664-3p	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	2	0	3	0
hsa-miR-3664-5p	6	1	0	9	1	2	2	1	0	2	0	0	1	2	0	2	1	1	4
hsa-miR-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3677-3p	3	0	0	0	0	3	0	1	2	2	0	0	2	0	1	2	1	0	2
hsa-miR-3677-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3678-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-3678-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3679-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3679-5p	8	0	3	3	1	3	3	2	1	6	3	5	13	2	2	2	4	6	6
hsa-miR-3680-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-3681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3681-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3682-3p	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	1
hsa-miR-3682-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3685	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3687	2	0	0	0	0	2	1	1	0	3	0	0	1	0	0	0	1	3	0
hsa-miR-3688-3p	2	0	0	0	0	0	0	1	1	2	1	0	3	1	2	1	0	2	0
hsa-miR-3688-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689a-3p,hsa-miR-3689b-3p,hsa-miR-3689c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689a-5p,hsa-miR-3689b-5p,hsa-miR-3689e	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3689d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689f	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-369-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3691-3p	0	1	0	0	1	1	4	0	0	3	0	0	0	1	0	1	0	0	1
hsa-miR-3691-5p	4	0	0	5	5	2	1	0	0	2	2	0	3	1	0	3	2	2	5
hsa-miR-3692-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3692-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-370-3p	5	3	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	3	4
hsa-miR-370-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-5p	3	2	2	12	0	4	9	0	1	6	2	0	3	1	0	8	4	7	12
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-372-3p	77	7	11	69	12	23	40	27	27	91	9	15	23	9	24	67	9	62	120
hsa-miR-372-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	0	0	1	0	0	2	0	1	0	2	0	0	0	0	1	1	0	0	1
hsa-miR-373-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-3p	570	19	66	197	85	130	230	98	140	366	35	47	129	66	123	262	79	164	418
hsa-miR-374a-5p	133	7	25	48	28	43	100	50	50	181	20	41	28	27	47	111	57	71	119
hsa-miR-374b-3p	13	4	4	18	7	2	14	1	8	26	2	4	2	1	11	8	5	20	20
hsa-miR-374b-5p	610	15	35	98	57	73	84	75	94	289	32	40	67	30	77	153	71	168	236
hsa-miR-374c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374c-5p	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	1
hsa-miR-375	78	7	18	54	22	25	25	20	34	79	14	14	20	9	20	45	11	34	72
hsa-miR-376a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-3p,hsa-miR-376b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376c-3p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-376c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-377-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-377-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378a-3p,hsa-miR-378c,hsa-miR-378d,hsa-miR-378e	5706	286	700	1587	715	907	1430	967	1088	2975	396	488	788	548	1051	1571	593	1814	2958
